bookingReference,NPSReason
7880759,Minor issues - no access to the aeroplane seating plan until after you have paid for select your seats / extra space etc. Even budget airlines provide this seating plan during the booking process in order that an informed choice can be made. We chose ext
7880763,All members of staff working for TUI were friendly and approachable and always happy to help. However  we were disappointed with one of our excursions (the Reykjavík city tour) whilst in Iceland as we were given an inadequate amount of time at several st
7880764,Reliable hotels but some representatives not sufficiently trained to answer queries without seeking help
7880785,More detailed map of area around hotel and transport times to be issued at Welcome Meeting.
7880790,Absolutly nothing loved every minute
7880791,The holiday was well organised. Checking in at the airport went smoothly.
7880805,The planes were comfortable and the staff friendly and attentive. However on the flight out and back we were delayed by approximately 2 hours each Way. On the way back from Alicante there was a lot of confusion and lack of information. When on the plane 
7880816,Holiday fine just a few clinches with booking seats together on the online app. We managed to get seats going together but not back. But we had good seats with lots of leg room
7880824,Good flights and hotel The flight on the way back was delayed and the transport put back 2 hours. We were not informed and left waiting outside the hotel until someone fr9m the hotel rang the transport . A text or email would have been appreciated.
7880826,I took a flight home from Ibiza  all staff were fab but felt there could have been better organisation from the TUI staff at the check in desk. I called TUI during my holiday as was having trouble checking in online as it was very unclear in the ONE emai
7880831,Standard of hotel was good and staff helpful..Food was very plentiful with wide  buffet starts and deserts made for a wide choice. the hotel would not server tap water so we had to buy bottled water (glass ) which has a carbon footprint and is expensive 
7880835,Customer service let’s Tui down. Completely abandoned  no Rep seen at hotel and not even any information at the hotel. Very poor  can learn a lot from Jet3
7880848,The hotel  staff  food  room facilities were excellent. The room was very clean especially the bathroom  excellent wifi. We had an excellent day out in venice as arranged by pascal. We had a pick up problem at the airport but managed to get to the hotel.
7880857,The staff on board were really pleasant and helpful The online booking is really simple to use Would recommend this to .gov friends
7880858,lousy flight times
7880866,Poor food in the restaurant
7880875,Everything was perfect on board incl staff  food and entertainment but our flight transfers were not. Our flight from Cork was nearly 2 hours late leaving and ended up holding the boat late  we had to queue for an hour to check in for our return flight a
7880877,Hotel was good  but there were a few niggles  such as not providing any water to guests. I appreciate they were trying to be as ^green^ as possible  but surely one bottle per guest with the message please reuse would be acceptable - after all  the bottle
7880886,On arrival  we were asked to pay a tourist tax before we could register for our room. The website does not mention this. We were extremely disappointed that the complex catered for the overwhelming number of Italian guests. Nowhere on the website does it
7880894,Flight was late and the plane was filthy on the way home
7880898,Excellent reps. Help and information.
7880914,Outgoing flight  transfer  accommodation were all great  thanks. The return flight was great until we got off the plane at Newcastle. For some reason there was only one set of steps for us to get off the plane. When we got off the plane and onto the bus 
7880916,we enjoyed the cruise but the food could be better
7880920,We didn't get much sleep because the walls were too thin and TVs too loud. The hotel food entertainment staff excellent. The only problem was next doors television on till 2.00am. People should keep volume low after 12.00. This problem was because no sou
7880921,No holiday Rep in resort so was not able to book any excursions. Only phone number provided by Rep at airport was one for a UK based center. Pretty useless. Transfer back to airport never arrived. 8 elderly people were left stranded  luckily  we managed 
7880922,The only complaint that I have is the length of time that is spend sitting on the coach at the airport waiting to leave for the hottel. I cant understand why when we arrived at the resort and only had to go around the corner to the hottel the driver turn
7880932,Hotel was exactly as advertised  could have been the room in the photo. Standard of buffet food was not great but that is to be expected. TUI entertainment staff were excellent  loads to do for kids  always something going on  kept the adults amused too.
7880942,Crew were lovely and very helpful
7880957,Excellent organi
7880962,Flight only. Good value  great crew both ways  but let down by poor food.
7880977,Everything was lovely apart from the last couple of days the food wasn't as good
7880982,Had a great holiday with first choice. Flight was well organised & staff were very friendly polite & professional. Bit of a mix up with transfer but was soon rectified. Hotel was brilliant too. No faults with anything. Will definitely travel with first c
7880994,It was perfect.
7881003,Most things went well. Meals at hotel could have been better.
7881009,All good
7881012,It's nice to have everything done for you
7881031,The flights were on time more or less. Seating room was ample for the legs and the arms despite being large sized. The in-flight experience was secure and comfortable. The price was very low because most of the airplane was booked by travel packages The 
7881044,The hotel room were put in was so small it was definitely meant for a single person and it took 3 days for them to find us another room for us.The pillows were far to long for the bed they were hanging over the side of the bed on both sides .
7881045,Would like to see more sociable time slots for flights. The out going flight was great  but  home bound flight a bad time and very little leg room - making it a very uncomfortable night flight.
7881059,The care taken at both airports was great as we had assisted for one of are party in Tenerife they were absolutely brilliant letting us book in early and depositing the luggage the hotel was clean only had one problem internet very poor the staff very he
7881063,Great holiday great reps couldn’t of been better
7881067,The flight out was on time the hotel was very good staff very friendly food and drink good we all enjoyed the holiday .the flight home was delayed because of a thunder storm but one of those things .
788107,Very organised;  transfers easy. Good team
7881074,Good - Web-site is good and easy to use Good - Reps are polite  understandable & not overly ^funny^ and had some local knowledge Bad - The drinks on the flight should be free for an all inclusive holiday Bad - Some people were given free TUI/RIU red beac
7881082,Luggage allowance only 15kg. Jet 2 22kg. Tui 1 check in desk at Reus airport Jet 2 5 check in desks. Hotel H10 Princess rooms were not up to usual 4T standard. They were due a revamp as they were looking very worn. Breakfast cereal choice very limited  a
7881084,All well extremely smoothly from start to finish
7881098,Easy to book and everything went to plan.
7881099,Excellent customer service. Good email communication following booking.
7881103,superb hotel and good trips.
7881117,The whole booking in experience was fantastic. The kids area could have toys in not just a tv. Only thing really
7881120,The hotel was amazing  nothing bad to say about our holiday to the euphoria resort in Crete. Highly recommended.
7881128,Good holiday at the hotel Angela in Fuengirola food good could do with more choice of gluten free desserts also a bit more variety in entertainment.
7881136,Holiday was amazing. The entertainment was 100% every night.
7881153,Price was low was able to get extra luggage without great cost. Possible cause was that we booked our tickets independently while most of the other passengers were travelling in packaged deals (tickets + accomodation). Excess seats left over from package
7881160,The hotel was clean and staff friendly. What spoilt the holiday was the food was always cold. The water in the urn for making tea never hot enough. At the welcome meeting we told the rep Anika  but nothing changed all week. One morning there wasn’t any c
7881162,Bag self check in good. Hour delay on flight home through fog at lgw understood but no info from any staff at EFL. We only found out from other pax phoning home
7881166,Everything thing went well and as expected.
7881184,Can't think of anything
7881200,All
7881201,I think the 'all inclusive' drinks package is a con as water and other drinks are not included and incur a 'supplement' - for example bottled water is charged for as is cranberry juice bizarrely  as are other 'branded' soft drinks. Also  there was a supp
7881204,Visited shop to book but know one got back to me so I ended up searching and booking online Other than that happy
7881216,This is the second year in a row we have booked with Tui and the level of customer service is amazing. They helped with picking a hotel that was perfect for us and our 8 month old
7881232,Good flights  hotel and resort
7881239,None
7881240,Very well organised and made us feel like a VIP from Luggage collectio through to check in
7881244,Great flight on the dreamlike as usual. And lovely holiday rep
7881250,Everything was good apart from flight delay
7881251,The hotel was great   the food was lovely with loads of choice  the staff were friendly always being helpful and trying to understand our needs   the trips through tui were brilliant and surpassed our expectations
7881254,Not enough excursions availa
7881261,From the beginning we got what we wanted for the dates that we were set. TUI staff in Bolton were excellent  efficient sorted through the holidays and got us the holiday we wanted for the dates we wanted. Excellent flight times  flights were on time  arr
7881263,Hotel and Food was very good. The staff were very friendly. We had a lovely holiday. Thank you.
7881270,Holiday very good only to be spoilt at airport on way home very unorganised and a lot of queuing
7881279,I have been to cape verde many times and stayed the Melia Dumas which had in my opinion gone downhill last year so thought I would try the Riu. What a huge disappointment. The rooms are in desperate need of an upgrade  the sunloungers are that close toge
7881280,Club Aida is amazing  great staff and location. The entertainment team make this hotel and are the reason why lots of guest return year after year. We always book with TUI as we know we will get looked after from booking the holiday until the holiday is 
7881285,I felt the customer service was good we were well looked after from the start to end of our holiday. Any issues I experienced were dealt with efficiently with clarity. What would have made our holiday is the accommodation  the shower huck was broken  fan
7881290,We booked on line with no problem however it was a Thomas Cook flight and we eventually found out that we had to go on to Thomas cook site to book seats and book on line. Return boarding passes not available until 24 hoursbefore return  when we went into
7881291,The hotel was great  free air conditioning and safe in room. The food was fabulous  lots of choice. My only negative is that diet drinks weren’t served in the main restaurants although they were available at the beach and by the pool. As I am a diabetic 
7881294,The dining options were fantastic food excellent  waiter service also was very good. Escorted to your table with option of dining with others or table for two. Cabins and balconies of a good size and well equipped  on deck 9 Andrew and his housekeepers w
7881299,Flight only -love the dreamliner
788131,"Very reliable airline, lots of holiday choice.  Very Good reps"
7881311,This was our sixth visit with you to the Barcelo Isla Canela. The hotel realised this and we were given a superior room which was a lovely gesture. Your rep Heather was a sweet girl and we thoroughly enjoyed speaking with her. The hotel continues to plea
7881312,we came back from our holiday on 13 October completely deflated and upset   it was my husband and 13 yr old disabled daughters first holiday and looks like it will be our last as our experience was so bad . we waited 3 hours to get our room and the smell
7881325,Holiday overall was good. Could not fault the hotel Only negative was flying with easyJet. Both flights were delayed by an hour which when flying with an 8 month old became frustrating as arrived late to the hotel. The food was limited and low stocked.
7881337,Everything was good no negatives.
7881342,We had booked two adjoining rooms for a family of four adults but when we checked in at the hotel we were offered a villa! Excellent accommodation  shared pool and a lovely restaurant by the sea for breakfast. The only improvements would be for the fligh
7881344,Everything was excellent from booking to arriving and back home again.
7881351,Having previously holidayed with jet2 the service they provide of collecting your luggage at the hotel For departure flight is wonderful and think this should be considered by First choice
7881373,From going to your shop in Spalding very good and helpful friendly staff to easy booking in at the airport to resort. The staff at the resort were very helpful with any questions we had. Only one small issue having spoken to other holiday makers who were
7881374,We had a great time Cape Verde . The turtle watch trip was amazing and the guide was very knowledgeable. It was great to go out at night and see first hand the turtles coming ashore  laying their eggs and then going back into the sea. Something you may n
7881385,Not a lot
7881386,Good value for money. I could have done without the email informing me that check-in was open - when it wasn't!
7881395,The travel advisor was very knowledgable and helpful  she found us a deal on attraction tickets for while we were on holiday. The experience would have been better if the price on the in store system matched the online price as this would have saved us t
7881400,There was a problem with the TUI app which is difficult to use and could be a lot more straight forward  and I was unable to download my boarding pass which would have very much put my mind at ease. However  the flight itself was very comfortable and the
7881407,Food and service was good. Adult entertainment was poor
7881415,Booking easy by phone to local branch of tui - Friendly  helpful staff. Flights very punctual. Efficient transfer to hotel. Very good hotel - clean very nice staff  spacious well equipped rooms. Fair price
7881418,just larval at hotel had to move room 3 times when we got the right room all was ok the 1st room all the wall was falling down
7881423,31 hour delay on return flight but after an initial fairly long wait at the airport for information we were well accommodated and fed in a good hotel until the next evening
7881425,Room food and service were excellent. Timing of flights could have been improved.Staff were very friendly and service was always prompt
7881443,Good holiday - the app is a great idea! I think the excursions could be improved - more choice and also not such a hefty price. You can go down the road and book the excursions for around 20% cheaper then if you buy through TUI. An option to purchase in 
7881450,Nice Hotel but the info regarding the beach is misleading. There is no beach to talk about  just rock. For the benefit of others  the extra cost for the premium side of the hotel does not appear to be worth it. It’s a lot more money for a little extra. T
7881461,All good! Airport was too busy frying from Luton  nearly dropped bags in 2 hours time. Friendly staff Will use you what some day.
7881485,Hotel and room was Beautifull
7881490,It was well organised. Staff  day tours etc well chosen . Hotels  food  situation very good.
7881499,Service at the hotelroom cleaning stopped 4 days before leaving date
7881500,We were delayed on departure due to the pilot being late not really TUI's fault. Both flights were fine and air crew very helpful. The holiday itself was excellent  brilliant resort  staff were very professional. The only qualm we had was with the maid s
7881506,Everything was great the transfers  the location.
7881514,I did not get assistance with mobility at the airport. I had booked it 4 days before. I did not like the beach party at the resort as it was a con. £10 and they said there would be fireworks and foam and there wasn't. Also a tombola  yet the prizes were 
7881518,It is the second time i travel with Tui but this time was a package of flights and accomodation and i have to say that i loved the experience The customer service received is really good as you can see that the staff really cares and are genuinely happy 
7881534,The staff were very friendly helping us at the hotel and understanding our special requirements  the booked us front seat on the coaches and good advice on the area. The hotel said it was due for a renovation before we booked and would be completed when 
7881540,Flight times from and to Norwich perfect. Granada Park ideal base. Food pretty good especially meats which where well cooked. Room exceptionally comfortable and facilities spot on. All staff very helpful.
7881549,All staff friendly and helpful. All areas of the ship were clean and being cleaned regularly. The variety and standard of entertainment was very good. Cruise bulletin and tv channel provided useful information. Good variety of all inclusive drinks and fo
7881556,We needed to amend the date of our original holiday due to work commitments however we were unable to due to the cost- you wanted to charge us the cost of the holiday again to amend. We ended up changing the name for family to travel instead
7881562,flights were good hotel rio park is excellent
7881579,Easy online booking process
7881581,I only booked the flights with you. However I booked special assistance and everything was very good indeed. Flight was on time and probably next time will a package with TUI .
7881617,We played £1800 for 4 nights at a 4? platinum hotel  the room was very basic no kettle  4 coat hangers smelly  no view  just a wall of bushes  large gap at base of door and very noisy . We can complained to our hotel manager and offered to up grade but t
7881624,the hotel was very noise
7881627,Ticked all the boxes
7881628,Good initial on-line contact with TUI through booking process and relevant documents received. Outward airport experience very good  East Midlands  prompt checking-in and boarding process. Feel the TUI staff at the arrival airport  Palma  need a more han
7881632,Everything was fab
7881633,All the holiday went well  the only improvement needed is the wasp situation. Steps were being taken but it was very unnerving trying to get drinks from the outside bars and drinking/eating at sun beds. Especially when you have small children. Everything
788164,"It would be better if a TUI plane was used instead of Norwegian Airlines, especially as it was a TUI holiday."
7881640,The hotel was very good food and drink were excellent
7881641,Unable to book transfer from hotel to airport with tui despite staying at tui hotel and both my friends were staying at hotel and getting transfer for same flight as myself. I had
7881644,The pre-holiday communication was excellent in keeping me informed. The representatives at the resort were helpful and informative.
7881654,Destination good  hotel average  Rhodes airport dreadful
7881659,The hotel was over rated. The food was not 5 star. The staff were mostly pleasant but the restaurant booking experience was not acceptable. We decided to eat out because of this which meant our all inclusive experience wasn't 100 percent. Regarding our r
7881670,Staff very helpful and hard working. Food really excellent. So very likely to recommend.
7881672,Good service fast travel times
7881674,I feel safe when booking with first choice  and I know we'll be looked after. On this holiday though I felt as if we where left to do things ourselves  like I didn't feel the staff where as involved with us
7881690,From start to finish  great holiday. Cabin food entertainment was great. Destinations just brilliant
7881711,Nice hotel but food could have been hotter. Rooms nice and staff friendly and helpful. Resort was nice Dalamatiantoursbwas excellent from hotel. There was no tui rep with transfer buses to airport and there was some confusion on who should be on which bu
7881719,There was nothing that could be improved. Everything was perfect.
7881720,Andrea in the Canterbury agency was extremely helpful in finding a holiday to suit our needs. The flight crew on the outbound flight were incredible and really made Alice’s maiden flight memorable by providing her with a certificate and letting her meet 
7881726,Hotel room was not ok. Broken wall sockets  tv didn’t work at all  sofa in living room was damaged  one of the beds in the bedroom was in bed shape. Well the mattress not the bed. Luckily I took the room alone so could use the other one. Staff at the hot
7881728,Very helpful
788173,Booked on line and website was relatively easy to use. The holiday itself and the flight arrangements were good as we had upgraded to Premium Club and I would recommend that to others as the legroom on the plane was excellent.
7881739,Would have like to have had an allowance of 20kg luggage.
7881742,The holiday itself was good the sunbeds at the hotel could do with updating.
7881746,Hotel staff were fantastic  customer service excellent. Initially we had a double bed  for my daughter and I. (She is 22  and we didn’t want to share a bed and had booked 2 single beds)This was changed the next morning and we received a free bar and a ke
7881749,The reps in resort were so friendly and helpful and the staff at the hotel were too! Our room was exactly as described when booking and the resort was beautiful! We were very happy with the whole holiday including the flights transfers and hotel. The cho
7881752,Tui support was excellent throughout..both on arrival and at the resort. The entertainment and fitness team were excellent.
7881754,Booking was done really easy  no complicated steps. I loved that app was counting days until holiday. Remainders of when and what needs to be done was also very helpful. The hotel was really nice  the layout  food but there were no interaction with enter
7881756,Holiday easily booked and great value
7881758,Already booked again for May
7881759,everything was perfect from booking holiday to checking in  flight was a bit delayed but not to long on arrival at destination we had a taxi transfer which was a bit chaotic lots of people waiting for taxi s
7881765,definitely recommend
7881767,The holiday from booking to the flight and hotel where first class TUI reps at hotel excellent The staff at travel agents helped me find a great holiday hotel n resort but twice before I went I was changed to different hotel and also to another resort
7881769,The journey to and from the ship was brilliant. The staff were excellent  very pleasant  friendly and conscientious. The bar staff were very attentive  we never had to wait long for drinks. The entertainment was poor and apart from the resident entertain
7881808,We've just got back from our honeymoon booked with TUI and it was amazing! They sorted the whole thing  flights  transfers  accommodation & excursions. Everything was perfect! Our rep met us straight at the airport when we landed  she was very helpful an
788182,For this particular Holiday the in resort rep Lucy was not very imformative
7881822,holiday was lovely and tui staff brilliant  cleanliness of plane could be much better
7881834,We had a very good holiday the hotel was wonderful. The flight it was awful going and coming home staff hardly spoke the flight going out was 40 minutes late due to the delay in cleaning of the toilets  sorry I can answer that question as we were not all
7881843,Happy
7881845,Reasonably priced holidays with a variety of destinations to choose from.
7881848,Nothing went well apart from the flight there and back. The holiday was disgusting!!!!!
7881856,with the text about the transfer back to airport  if more than one bus would help to include the bus number aswell not just the pick up time. Would make it much easier than last minute rush to find out.
7881857,The crew on the flight out where rude to my mother in law who requiers oxygen 24-7 and they made her feel very small and a burden to them all and the hotel was not much better the only good part about was the flight home as the Spanish where very helpful
7881864,Very
7881868,Very good holiday hotel was ok and foo
7881869,The itinerary was good and the ship was attractive and well maintained. The cruise director and his staff were informative and friendly. The shows were not up to the standard of previous cruises but the comedian was very good. The service at bars was ina
7881880,The hotel was nice in all aspects. Got service at all stations & the staff made a real effort to make you feel special The only downside was the food though variety was good not always hot enough
7881893,The hotel and staff was very good food was very good and had a wide selection for family's thought the standard was exelent could not fault anything staff were very helpful on things you want like were to get extra towels and rooms cleaned to a high stan
7881894,Poor food /accommodation Hotel did not represent the brochures
7881895,When we arrived at Doncaster airport the TUI staff had no printed luggage tickets for us. They believed it was a consequence of our very late booking. A member of your TUI staff then helpfully hand wrote 2 luggage tickets for us. Unfortunately after boar
7881903,The hotel needed to be upgraaded for old people ie no hand rails in bathroom to get in and out of the bath . The shower door had been fixed to the bath making it dificult to get in and out
7881907,We think the location of the Hotel was Excellent close to shops & tourist information for Buses & for booking ferries The room was clean & tidy but lacked air conditioning the shower was adequate but bottom plug was loose and could have proved dangerous 
7881927,We travelled on the day of the hurricane in Portugal so had to divert around the storm to get to Faro. We left a few minutes late and arrived in Faro only half an hour late. Was very impressed by the airline and its staff.
7881940,Our hotel room was very noisy we had a generator underneath that ran continually day and night . The rubbishbins were also located under us which were emptied every morning at 3.30am. Also because of the rubbishbins we could not have our patio doors open
7881949,We had a great holiday and would recommend the Kalliston hotel. We would also love to return. A couple of points  the decor in our room was startinf to look tired. The seal on the shower door needed replacing as there water leaked through each time. We w
7881950,The hotel was more like a ^3^ star hotel and not a 4 star hotel  the food was quiet basic  I asked for a double and got a twin room  there was hardly any provision made for adult entertainment  the adult part being BINGO. All in al a disappointing holida
7881952,Forgot to mention  the bed in the master bedroom requires attention. Extremely noisy when any sort of movement was made.
7881954,The flight and hotel were great. the hotel small and friendly. We will use you again as there were no problems. As we didn't have any problems we had little contact with your rep.
7881955,The food was wonderful and so was the room. Staff were great too. Always kind and helpful. Everything looked clean and well presented in the hotel  so it was a great holiday. The delays on flight going out to Cyprus were the only disappointment.
7881958,Our holiday was great the food was lovely the hotel was clean and tidy and very nice and the hotel staff were very friendly and welcoming. I would definitely go back to the hotel. The flights were great and again the staff were friendly and nice. Overall
7881959,I only had my return flight with you and I felt the plane was very cold even though I had a light jacket on and most air con around me was off
7881970,The booking process  online checking in a provision of API was simple. The cost of the flights were reasonable. At the airport there was absolutely no hassle and staff were very helpful  it made traveling with an infant so easy. On board the crew were ve
7881981,In general everything went well  apart from the departure experience.
7881983,Really impressed with the hotel & all of the TUI staff. Food was very good with a good variation  however breakfast could do with a little more variation. Entertainment staff were great and and kept kids & adults entertained in all weathers
788199,because at the moment they are small and friendly
7881992,good transfers food very good staff good great pool area well organised
7881993,Rep in resort could have been better
7882005,Very easy website and excellent app
7882020,Friendly staff booked our holiday. Helped with e visa's for turkey. Always smiling.
7882037,i have sent e mail via maidstone store
7882042,From the start to finish of the booking our holiday  advisor Lisa at crystal peaks retail park Sheffield was excellent and went above and beyond to make sure everything ran smoothly and kept us well informed throughout our booking  we was supporting 2 le
7882044,All fine. Hotel excellent  friendly staff  great food  excellent entertainment.
7882047,we loved our holiday
7882051,Very friendly and knowledgeable towards customers by keeping us informed; for example arrival times  departure times etc
7882052,Excellent holiday.tui staff went the extra mile to make our holiday special. I am not in good health but that tui staff made sure i was well accomodated. Thank you do much. Only let down was the special assistance which was non existent but nothing to do
7882056,the staff on the flight back from Tenerife south on 1st october to doncaster were very friendly and helpful . yes i know they had more free time due to flight only half full but it was honestly one of the best flights ive had .
7882058,Easy to book online  obvious staff at the airport especially when arriving in Bulgaria. Hotel rep not very useful for a few practical things like a local map or local bus times. She only wanted to give her phone number for contact and may have been best 
7882059,Nice holiday break . The Dublin airport check In could have been better organised but would not put me off booking again
7882062,Excellent flight...transfer...hotel Would strongly recommend . And the resort is top class.. Never been to Portugal before but Tui made my first trip memorable
7882064,Rooms clean and spacious Food plentiful and varied Staff efficient and friendly.
7882067,More assistance on the flight
7882076,The shop staff were friendly and helpful by taking time to find a holiday for us  the airline staff were ok going but coming back there were very good and chatty and helpful  the resort staff were also helpful.
7882086,Flight only  great crew and flight
788209,Friendly staff always willing to help. The staff go beyond what is expected of them. Excellent organisations skills.
7882094,Crew on the flight was really nice  comfortable seats  land in time  the fact that they call us to embark by rows make it easier and faster other aerlines should use the same system
7882106,Organised very well. We had 2 disabled people in wheelchairs and everything ran smoothly
7882116,Flights on time. Well priced. Convenient time of day and great staff both in the airport and on the plane. Well organised boarding at Manchester. Lots of turbulence on return journey but staff confident and reassuring. All in all a good experience at bot
7882125,This is the second time that we have holidayed with Tui. On both occasions we have been impressed with the organisation  the friendliness of the staff and the quality of the accommodation. I would holiday with Tui again.
7882129,The hotel rooms and staff were good  but we felt the hotel let it's clients down with the quality of the food and that the hot dishes were nearly always Luke warm at best and cold at worst. The range of drinks on the all inclusive was very small  no mart
7882134,Booking of initial flight went well  straight forward and responsive. Flight outbound no issues  professional and polite Return Flight  information incorrect with view to terminal  and check in closed early. Member of staff  not sure if TUI but on check 
7882138,Very pleased with hotel  felt food could have been kept hotter  one microwave was there but was not always easy to get to because of placement; staff friendly  lovely holiday
7882143,Location and hotel were really good  the hotel food was good although the buffet format felt a bit repetitive towards the end of the week (more individual restaurant options would be good) and we didn’t find the entertainment particularly enjoyable and t
7882145,Would have scored higher but outbound and inbound flights were both delayed by an hour.
7882148,Holiday went very smoothly  on-line booking has become a bit of a farce. Had to wait up until 0100 hrs for it to open.
7882169,Fantastic service
7882174,Staff were wonderful  helpful answering all enquires with a smile Atmosphere amazing relaxed and easy going Tours certainly captured the feel of the island
7882178,Booking and staff understanding of assistance needed for my disability
7882195,Na
7882208,Very enjoyable holiday  All very smoothly  until the last day  the pick up time was scheduled for 10am  our flight was at 12.10pm. The travel time from the hotel to the airport is usually half hour. I felt this was cutting it fine. On the day  the bus tu
7882212,H
7882214,Very enjoyable. Plenty of food choice at breakfast. We ate out in evenings  trying local food. Staff excellent and very helpful. Management/ Staff relationship seemed strained. Seemed more 3 star plus rather than 4 !
7882216,My tui flight was very comfortable. On time  i was very very happy with the full experience and I look forward traveling with tui again
7882219,Resort experience fantastic Flight terrible cramped and to hot
7882227,Hotel was lovely only thing which would of made it better was fruit for breakfast other than that nothing  staff in the hotel couldn’t be more helpful if they tried they called you by your name everyday they saw you and asked if they could get you someth
7882228,Hotel meticulously clean. The dining room well laid out and the assortment of food hot/cold was very good  something to suit everyone. Bedrooms were spacious @ well maintained. My only gripe would be the fridge  more like a cool box. Apart from that this
7882238,Nothing
7882240,Gym equipment and food.There was variety of food but it was over cooked.q
7882243,Better arrangements for airport assistance  you helped as much as you could everything else was good
7882249,The communication via email for the countdown was amazing. These regular emails made the holiday feel really special. Everyone was polite at the office. And very helpful. The plane experience was really good. Just add in flight entertainment as to be hon
7882265,Our initial experience - attempting to book a holiday in the Kingswood store  Hull - was poor. The two girls who helped us lacked knowledge and kept skipping past holidays  talking us out of them. When I got home I looked at one of these in detail and it
7882271,From the moment my Wife and I visited the TUI Travel agent in Carlisle to returning home after the holiday we were absolutely delighted with the staff in TUI and the Hotel staff. They were so professional. The advice they gave us was detailed  very helpf
7882279,Great holiday from start to finish. Website great and so easy to book. Will definitely book with you again and have recommended your site to everyone. Thanks again
7882280,We stayed at the Levante Park Hotel. We were disturbed the next morning at around 6 am (and the next 3 mornings at around 6 am) by furniture being scraped around  doors slamming and people talking. We asked to change rooms on the first and on the 3rd day
7882289,There was little wrong with our holiday  in fact I can.t think of anything to moan about. The walk to and from the aircraft I found difficult and now realise I should have organised a buggy. Jet 2 customers were also in our hotel and we were envious of h
788229,Flight a little late
7882291,Was all brilliant hotel was amazing
7882294,The flight out didnt have any blankets after requesting. The quality of the hotel/resort we stayed in didn't match the quality of the star rating. The food was cold  limited and the restraunts wernt open in the all inclusive. We were limited to where we 
7882296,The friendliness and culture of the smaller type ship is disappearing from the fleet and it is obvious that Marella is trying to change its customer base to the younger generation even though the older generation have a larger disposable income and time 
7882310,Hotel was brilliant. Very clean and very good food. Made lots of new friends. Weather was excellent all week. Wish we had booked for a longer stay
7882316,15kg luggage allowance could be improved  without having to pay extra.
7882322,Hotel good  clean with friendly staff. Very good location. Game of Thrones tour was good but felt it was overpriced for the content. Montenegro Kotor Cruise was disappointing  long ferry ride to the main boat  lunch food poor and the Lady of the Rocks is
7882330,The ship was kept very clean. the food was great and service by the staff was excellent. The destinations were great however the taste of santa marta excursion was poor with little to see and what made it worse was being in a vehicle with limited visibil
7882342,TUI as a company I believe does not value customers. I usually book in store who match prices this year they would only do for an admin fee. I therefore booked on line which was simple  but I prefer to book in person. For that alone I might as well go to
7882353,Very easy to book on line. No problems with flights  transfers or accommodation.
7882354,The Dream is a mid sized ship which my wife and I much prefer and  although it is slightly dated  it is well appointed  very clean and the crew are friendly and courteous. The food and entertainment were very good and we thoroughly enjoyed our short but 
7882356,excelent on the plane and excent hotel servise very good
7882357,The hotel was excellent.  the food   the room and the staff. Our problem was with the evening entertainment. We found it so difficult to find out what was on offer that after the third evening we gave up and went to another bar. What we did encounter was
788237,It is in a very good spot for a lot of things bars shops
7882377,T.he Flight and transfer went well. The Hotel was a very good standard and service of the staff. The location of the Hotel was perfect for the beach and shops. The Room was very good. The Breakfast was excellent with a good choice. The only let down was 
7882383,The cabin crew both ways were nice. Not too much interaction with the passengers but professional enough. The rep was informative by explaining our check out options and available at the resort and was a local so knew the island very well. The flight tim
7882385,Well organised check in to ship.plenty of information of things to do onboard.Daily news letter. We thought that some of the soft drinks should be included as some people don’t drink alcohol yet some guests are drinking there chosen drink the whole day i
7882388,Flights pick ups etc all on time
7882393,Flight over was great  hotel was great  information at the hotel was great... flight back was ok but we were not informed about the holiday tax on departure until we arrived in Mexico ($65 each so not exactly cheap - apparently this company is the only o
7882394,Great holiday wonderful hotel lovely place.
